cardName,tagName,pokemonGeneration,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,patternType,isLegendary,isMythical,isStarter,isEeveelution,isWaifuTrainer,marketPrice,logMarketPrice,isExCard,isParadoxPokemon,isPaldeanStarter,isSVBoxLegendary,isSecretNumber,isTrainerPokemon,isPromo,isMasterBall,isTerastal
Sandslash,Sandslash,gen1,069/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.29,-1.237874,False,False,False,False,False,False,False,False,False
Onix,Onix,gen1,070/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Common,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Onix,Onix,gen1,070/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Tyrogue,Tyrogue,gen2,071/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Common,Normal,none,False,False,False,False,False,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Tyrogue,Tyrogue,gen2,071/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.2,-1.609438,False,False,False,False,False,False,False,False,False
Makuhita,Makuhita,gen3,072/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Common,Normal,none,False,False,False,False,False,0.22,-1.514128,False,False,False,False,False,False,False,False,False
Makuhita,Makuhita,gen3,072/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.24,-1.427116,False,False,False,False,False,False,False,False,False
Hariyama,Hariyama,gen3,073/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Stage 1,Rare,Holofoil,none,False,False,False,False,False,0.26,-1.347074,False,False,False,False,False,False,False,False,False
Hariyama,Hariyama,gen3,073/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Stage 1,Rare,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Lunatone,Lunatone,gen3,074/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Rare,Holofoil,none,False,False,False,False,False,0.24,-1.427116,False,False,False,False,False,False,False,False,False
Lunatone,Lunatone,gen3,074/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Rare,Reverse Holofoil,none,False,False,False,False,False,0.27,-1.309333,False,False,False,False,False,False,False,False,False
Solrock,Solrock,gen3,075/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Uncommon,Normal,none,False,False,False,False,False,0.28,-1.272966,False,False,False,False,False,False,False,False,False
Solrock,Solrock,gen3,075/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.26,-1.347074,False,False,False,False,False,False,False,False,False
Riolu,Riolu,gen4,076/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Common,Normal,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Riolu,Riolu,gen4,076/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.35,-1.049822,False,False,False,False,False,False,False,False,False
Mega Lucario ex - 077/132,Lucario,gen4,077/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Stage 1,Double Rare,Holofoil,none,False,False,False,False,False,1.23,0.207014,True,False,False,False,False,False,False,False,False
Croagunk,Croagunk,gen4,078/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Common,Normal,none,False,False,False,False,False,0.05,-2.995732,False,False,False,False,False,False,False,False,False
Croagunk,Croagunk,gen4,078/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Toxicroak,Toxicroak,gen4,079/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Stage 1,Common,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Toxicroak,Toxicroak,gen4,079/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Marshadow - 080/132,Marshadow,gen7,080/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Uncommon,Normal,none,False,True,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Marshadow - 080/132,Marshadow,gen7,080/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Uncommon,Reverse Holofoil,none,False,True,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Stonjourner,Stonjourner,gen8,081/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Uncommon,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Stonjourner,Stonjourner,gen8,081/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Nacli,Nacli,gen9,082/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Common,Normal,none,False,False,False,False,False,0.11,-2.207275,False,False,False,False,False,False,False,False,False
Nacli,Nacli,gen9,082/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Naclstack,Naclstack,gen9,083/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Stage 1,Common,Normal,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Naclstack,Naclstack,gen9,083/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Garganacl - 084/132,Garganacl,gen9,084/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Stage 2,Uncommon,Normal,none,False,False,False,False,False,0.04,-3.218876,False,False,False,False,False,False,False,False,False
Garganacl - 084/132,Garganacl,gen9,084/132,Mega Evolution,Mega Evolution,pokemon,Fighting,Stage 2,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Crawdaunt,Crawdaunt,gen3,085/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Crawdaunt,Crawdaunt,gen3,085/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Mega Absol ex - 086/132,Absol,gen3,086/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Basic,Double Rare,Holofoil,none,False,False,False,False,False,0.7,-0.356675,True,False,False,False,False,False,False,False,False
Spiritomb - 087/132,Spiritomb,gen4,087/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Basic,Uncommon,Normal,none,False,False,False,False,False,0.04,-3.218876,False,False,False,False,False,False,False,False,False
Spiritomb - 087/132,Spiritomb,gen4,087/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Basic,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Yveltal,Yveltal,gen6,088/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Basic,Rare,Holofoil,none,True,False,False,False,False,0.2,-1.609438,False,False,False,False,False,False,False,False,False
Yveltal,Yveltal,gen6,088/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Basic,Rare,Reverse Holofoil,none,True,False,False,False,False,0.24,-1.427116,False,False,False,False,False,False,False,False,False
Nickit,Nickit,gen8,089/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Basic,Common,Normal,none,False,False,False,False,False,0.04,-3.218876,False,False,False,False,False,False,False,False,False
Nickit,Nickit,gen8,089/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Thievul,Thievul,gen8,090/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Stage 1,Common,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Thievul,Thievul,gen8,090/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Shroodle - 091/132,Shroodle,gen9,091/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Basic,Common,Normal,none,False,False,False,False,False,0.04,-3.218876,False,False,False,False,False,False,False,False,False
Shroodle - 091/132,Shroodle,gen9,091/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Grafaiai,Grafaiai,gen9,092/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Stage 1,Common,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Grafaiai,Grafaiai,gen9,092/132,Mega Evolution,Mega Evolution,pokemon,Darkness,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Steelix - 093/132,Steelix,gen2,093/132,Mega Evolution,Mega Evolution,pokemon,Metal,Stage 1,Rare,Holofoil,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Steelix - 093/132,Steelix,gen2,093/132,Mega Evolution,Mega Evolution,pokemon,Metal,Stage 1,Rare,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Mega Mawile ex - 094/132,Mawile,gen3,094/132,Mega Evolution,Mega Evolution,pokemon,Metal,Basic,Double Rare,Holofoil,none,False,False,False,False,False,0.71,-0.34249,True,False,False,False,False,False,False,False,False
Dialga,Dialga,gen4,095/132,Mega Evolution,Mega Evolution,pokemon,Metal,Basic,Rare,Holofoil,none,True,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Dialga,Dialga,gen4,095/132,Mega Evolution,Mega Evolution,pokemon,Metal,Basic,Rare,Reverse Holofoil,none,True,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Tinkatink,Tinkatink,gen9,096/132,Mega Evolution,Mega Evolution,pokemon,Metal,Basic,Common,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Tinkatink,Tinkatink,gen9,096/132,Mega Evolution,Mega Evolution,pokemon,Metal,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.22,-1.514128,False,False,False,False,False,False,False,False,False
Tinkatuff,Tinkatuff,gen9,097/132,Mega Evolution,Mega Evolution,pokemon,Metal,Stage 1,Common,Normal,none,False,False,False,False,False,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Tinkatuff,Tinkatuff,gen9,097/132,Mega Evolution,Mega Evolution,pokemon,Metal,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Tinkaton,Tinkaton,gen9,098/132,Mega Evolution,Mega Evolution,pokemon,Metal,Stage 2,Uncommon,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Tinkaton,Tinkaton,gen9,098/132,Mega Evolution,Mega Evolution,pokemon,Metal,Stage 2,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Gholdengo,Gholdengo,gen9,099/132,Mega Evolution,Mega Evolution,pokemon,Metal,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.04,-3.218876,False,False,False,False,False,False,False,False,False
Gholdengo,Gholdengo,gen9,099/132,Mega Evolution,Mega Evolution,pokemon,Metal,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Mega Latias ex - 100/132,Latias,gen3,100/132,Mega Evolution,Mega Evolution,pokemon,Dragon,Basic,Double Rare,Holofoil,none,True,False,False,False,False,0.59,-0.527633,True,False,False,False,False,False,False,False,False
Latios,Latios,gen3,101/132,Mega Evolution,Mega Evolution,pokemon,Dragon,Basic,Uncommon,Normal,none,True,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Latios,Latios,gen3,101/132,Mega Evolution,Mega Evolution,pokemon,Dragon,Basic,Uncommon,Reverse Holofoil,none,True,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Spearow - 102/132,Spearow,gen1,102/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.03,-3.506558,False,False,False,False,False,False,False,False,False
Spearow - 102/132,Spearow,gen1,102/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Fearow,Fearow,gen1,103/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Stage 1,Common,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Fearow,Fearow,gen1,103/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Mega Kangaskhan ex - 104/132,Kangaskhan,gen1,104/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Basic,Double Rare,Holofoil,none,False,False,False,False,False,0.87,-0.139262,True,False,False,False,False,False,False,False,False
Delibird - 105/132,Delibird,gen2,105/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Delibird - 105/132,Delibird,gen2,105/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Miltank,Miltank,gen2,106/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Miltank,Miltank,gen2,106/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Buneary,Buneary,gen4,107/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Buneary,Buneary,gen4,107/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.2,-1.609438,False,False,False,False,False,False,False,False,False
Lopunny,Lopunny,gen4,108/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Stage 1,Common,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Lopunny,Lopunny,gen4,108/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.22,-1.514128,False,False,False,False,False,False,False,False,False
Yungoos,Yungoos,gen7,109/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.04,-3.218876,False,False,False,False,False,False,False,False,False
Yungoos,Yungoos,gen7,109/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Gumshoos - 110/132,Gumshoos,gen7,110/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.03,-3.506558,False,False,False,False,False,False,False,False,False
Gumshoos - 110/132,Gumshoos,gen7,110/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Stufful - 111/132,Stufful,gen7,111/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Stufful - 111/132,Stufful,gen7,111/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.22,-1.514128,False,False,False,False,False,False,False,False,False
Bewear,Bewear,gen7,112/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Stage 1,Common,Normal,none,False,False,False,False,False,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Bewear,Bewear,gen7,112/132,Mega Evolution,Mega Evolution,pokemon,Colorless,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
